Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix,,
27/03/2025,09:27:24,26/03/2025,19:07:05,8674886293973,0x3eb1,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,34,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160703,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:07:03 ,,
27/03/2025,09:27:25,26/03/2025,19:07:15,8674886293973,0x3eb2,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,34,-,0,-,0,0,41,0a,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a16070d,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:07:13 ,,
27/03/2025,09:09:33,26/03/2025,07:40:06,8674886293973,0x357e,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,8,-,2,0,00af,0x023c,-23.329894,-51.177702,07e9031a0a2804,724,6,c4a7,07a71434,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 10:40:04 ,,
27/03/2025,09:21:07,26/03/2025,13:18:35,8674886293973,0x3b3b,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,22,8,-,4,0,0,0x023d,-23.329786,-51.177688,07e9031a101221,724,6,c4a7,07a71434,0x000000,0x0000000306,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:18:33 ,,
27/03/2025,09:27:26,26/03/2025,19:07:45,8674886293973,0x3eb5,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,37,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a16072b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:07:43 ,,
27/03/2025,09:27:27,26/03/2025,19:07:55,8674886293973,0x3eb6,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,37,-,0,-,0,0,41,0b,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160735,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:07:53 ,,
27/03/2025,09:27:27,26/03/2025,19:08:05,8674886293973,0x3eb7,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,37,-,0,-,0,0,41,0b,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160803,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:08:03 ,,
27/03/2025,09:30:41,27/03/2025,08:15:40,8674886293973,0x4058,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,41,11431,0,0,1,0,22,0,1,0,0,0,0x0000,0,0,0,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-,-,-, None,,
27/03/2025,09:27:28,26/03/2025,19:08:25,8674886293973,0x3eb9,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,36,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160817,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:08:23 ,,
27/03/2025,09:22:20,26/03/2025,13:35:15,8674886293973,0x3bd3,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,7,-,4,0,001d,0x0256,-23.329177,-51.177628,07e9031a10230d,724,6,c4a7,07a71434,0x000003,0x0000000309,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:35:13 ,,
27/03/2025,09:27:29,26/03/2025,19:08:45,8674886293973,0x3ebb,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,36,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a16082b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:08:43 ,,
27/03/2025,09:30:17,26/03/2025,20:03:56,8674886293973,0x401e,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,0,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a170336,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 23:03:54 ,,
27/03/2025,09:27:30,26/03/2025,19:09:05,8674886293973,0x3ebd,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,35,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160903,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:09:03 ,,
27/03/2025,09:27:31,26/03/2025,19:09:15,8674886293973,0x3ebe,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,35,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a16090d,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:09:13 ,,
27/03/2025,08:57:42,26/03/2025,05:50:00,8674886293973,0x30d5,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0210,-23.323136,-51.189757,07e9031a08313a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 08:49:58 ,,
27/03/2025,08:51:47,26/03/2025,04:49:28,8674886293973,0x2dfc,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323122,-51.189675,07e9031a07311a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 07:49:26 ,,
27/03/2025,09:27:32,26/03/2025,19:09:45,8674886293973,0x3ec1,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,34,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a16092b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:09:43 ,,
27/03/2025,08:57:40,26/03/2025,05:49:40,8674886293973,0x30d1,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,0,0x0210,-23.323136,-51.189757,07e9031a083126,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 08:49:38 ,,
27/03/2025,09:27:34,26/03/2025,19:10:05,8674886293973,0x3ec3,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,34,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160a03,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:10:03 ,,
27/03/2025,08:17:14,25/03/2025,22:59:55,8674886293973,0x1d62,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,00ee,0x023f,-23.322999,-51.189822,07e9031a013b35,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 01:59:53 ,,
27/03/2025,09:27:34,26/03/2025,19:10:25,8674886293973,0x3ec6,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,34,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160a17,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:10:23 ,,
27/03/2025,09:28:57,26/03/2025,19:37:36,8674886293973,0x3f74,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,4,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a162523,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:37:35 ,,
27/03/2025,09:27:35,26/03/2025,19:10:45,8674886293973,0x3ec9,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,34,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160a2b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:10:43 ,,
27/03/2025,08:54:49,26/03/2025,05:19:28,8674886293973,0x2f70,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323122,-51.189675,07e9031a08131a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 08:19:26 ,,
27/03/2025,09:27:36,26/03/2025,19:11:05,8674886293973,0x3ecb,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,33,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160b04,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:11:04 ,,
27/03/2025,09:27:37,26/03/2025,19:11:15,8674886293973,0x3ecc,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,33,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160b0d,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:11:13 ,,
27/03/2025,09:27:37,26/03/2025,19:11:25,8674886293973,0x3ecd,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,33,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160b17,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:11:23 ,,
27/03/2025,09:22:35,26/03/2025,13:37:45,8674886293973,0x3bf2,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,22,8,-,1,0,001d,0x0219,-23.32907,-51.178247,07e9031a10252b,724,6,c4a7,07a71434,0x000004,0x0000000400,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:37:43 ,,
27/03/2025,09:27:38,26/03/2025,19:11:45,8674886293973,0x3ecf,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,31,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160b2b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:11:43 ,,
27/03/2025,09:27:39,26/03/2025,19:11:55,8674886293973,0x3ed0,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,32,-,0,-,0,0,41,0a,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160b35,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:11:53 ,,
27/03/2025,09:27:39,26/03/2025,19:12:05,8674886293973,0x3ed1,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,33,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160c04,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:12:04 ,,
27/03/2025,09:03:58,26/03/2025,06:53:48,8674886293973,0x33d6,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323155,-51.189645,07e9031a09352e,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 09:53:46 ,,
27/03/2025,08:44:05,26/03/2025,03:30:04,8674886293973,0x2a4c,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061e02,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:30:02 ,,
27/03/2025,08:20:42,25/03/2025,23:34:23,8674886293973,0x1f0e,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a022214,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 02:34:20 ,,
27/03/2025,09:27:41,26/03/2025,19:12:45,8674886293973,0x3ed5,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,30,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160c2b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:12:43 ,,
27/03/2025,08:22:10,25/03/2025,23:48:58,8674886293973,0x1fc1,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a023037,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 02:48:55 ,,
27/03/2025,09:27:42,26/03/2025,19:13:05,8674886293973,0x3ed7,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,32,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160d03,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:13:03 ,,
27/03/2025,09:27:43,26/03/2025,19:13:15,8674886293973,0x3ed8,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,33,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160d0d,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:13:13 ,,
27/03/2025,09:27:43,26/03/2025,19:13:25,8674886293973,0x3ed9,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,33,-,0,-,0,0,41,0a,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160d17,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:13:23 ,,
27/03/2025,08:16:54,25/03/2025,22:56:45,8674886293973,0x1d3c,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,99,-,0,-,1,0,21,0c,-,1,0,00ee,0x023f,-23.322999,-51.189822,07e9031a01382b,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 01:56:43 ,,
27/03/2025,09:27:44,26/03/2025,19:13:45,8674886293973,0x3edb,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,32,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160d2b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:13:43 ,,
27/03/2025,09:27:45,26/03/2025,19:13:55,8674886293973,0x3edc,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,30,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160d35,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:13:53 ,,
27/03/2025,09:27:45,26/03/2025,19:14:05,8674886293973,0x3edd,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,28,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160e03,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:14:03 ,,
27/03/2025,08:46:16,26/03/2025,03:53:31,8674886293973,0x2b58,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,53,0x0258,-23.323113,-51.189557,07e9031a06351d,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:53:29 ,,
27/03/2025,09:27:46,26/03/2025,19:14:25,8674886293973,0x3edf,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,29,-,0,-,0,0,41,0b,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160e17,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:14:23 ,,
27/03/2025,09:27:47,26/03/2025,19:14:35,8674886293973,0x3ee0,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,30,-,0,-,0,0,41,0a,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160e21,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:14:33 ,,
27/03/2025,09:27:47,26/03/2025,19:14:45,8674886293973,0x3ee1,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,29,-,0,-,0,0,41,0a,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160e2b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:14:43 ,,
27/03/2025,08:27:45,26/03/2025,00:44:30,8674886293973,0x2273,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a032c1c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:44:28 ,,
27/03/2025,09:27:48,26/03/2025,19:15:05,8674886293973,0x3ee3,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,26,-,0,-,0,0,41,9,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160f04,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:15:04 ,,
27/03/2025,09:27:49,26/03/2025,19:15:15,8674886293973,0x3ee5,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,24,-,0,-,0,0,41,9,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160f0e,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:15:14 ,,
27/03/2025,09:27:49,26/03/2025,19:15:25,8674886293973,0x3ee6,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,23,-,0,-,0,0,41,9,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160f18,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:15:24 ,,
27/03/2025,09:10:27,26/03/2025,08:32:07,8674886293973,0x35fb,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11517,0,0,1,0,22,0,-,0,0,0,0x0000,0,0,0,724,6,c4a7,07a71434,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-,None,,
27/03/2025,09:27:50,26/03/2025,19:15:45,8674886293973,0x3ee9,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,23,-,0,-,0,0,41,0b,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a160f2b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:15:43 ,,
27/03/2025,08:26:06,26/03/2025,00:27:58,8674886293973,0x21a6,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a031b37,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:27:55 ,,
27/03/2025,09:27:51,26/03/2025,19:16:05,8674886293973,0x3eeb,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,26,-,0,-,0,0,41,9,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161003,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:16:03 ,,
27/03/2025,08:32:52,26/03/2025,01:35:11,8674886293973,0x24e7,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a042309,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 04:35:09 ,,
27/03/2025,09:27:52,26/03/2025,19:16:25,8674886293973,0x3eed,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,26,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161017,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:16:23 ,,
27/03/2025,09:27:53,26/03/2025,19:16:35,8674886293973,0x3eee,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,24,-,0,-,0,0,41,0b,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161021,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:16:33 ,,
27/03/2025,09:27:53,26/03/2025,19:16:45,8674886293973,0x3eef,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,23,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a16102b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:16:43 ,,
27/03/2025,08:42:01,26/03/2025,03:09:34,8674886293973,0x294e,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a060921,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:09:33 ,,
27/03/2025,09:27:54,26/03/2025,19:17:05,8674886293973,0x3ef1,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,22,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161103,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:17:03 ,,
27/03/2025,09:27:55,26/03/2025,19:17:15,8674886293973,0x3ef2,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,23,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a16110d,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:17:13 ,,
27/03/2025,09:27:55,26/03/2025,19:17:25,8674886293973,0x3ef3,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,21,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161117,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:17:23 ,,
27/03/2025,09:26:00,26/03/2025,18:39:05,8674886293973,0x3dfd,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,66,-,0,-,0,0,41,0a,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a152703,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 21:39:03 ,,
27/03/2025,09:27:56,26/03/2025,19:17:45,8674886293973,0x3ef5,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,18,-,0,-,0,0,41,0b,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a16112b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:17:43 ,,
27/03/2025,09:27:57,26/03/2025,19:17:55,8674886293973,0x3ef6,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,19,-,0,-,0,0,41,0b,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161135,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:17:53 ,,
27/03/2025,09:27:57,26/03/2025,19:18:05,8674886293973,0x3ef7,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,21,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161203,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:18:03 ,,
27/03/2025,08:24:17,26/03/2025,00:09:58,8674886293973,0x20c8,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a030937,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:09:55 ,,
27/03/2025,09:27:58,26/03/2025,19:18:25,8674886293973,0x3ef9,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,23,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161217,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:18:23 ,,
27/03/2025,09:27:59,26/03/2025,19:18:35,8674886293973,0x3efa,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,25,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161221,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:18:33 ,,
27/03/2025,09:27:59,26/03/2025,19:18:45,8674886293973,0x3efb,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,24,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a16122b,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:18:43 ,,
27/03/2025,08:30:25,26/03/2025,01:10:56,8674886293973,0x23ba,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a040a36,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 04:10:54 ,,
27/03/2025,09:28:00,26/03/2025,19:19:05,8674886293973,0x3efd,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,22,-,0,-,0,0,41,9,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161303,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:19:03 ,,
27/03/2025,09:30:04,26/03/2025,19:59:36,8674886293973,0x4002,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,0,-,0,-,0,0,41,0c,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a163b23,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:59:35 ,,
